15masstree_25rps_1baseline_8channels_latency.out,15masstree_25rps_1blender_8channels_latency.out,15masstree_25rps_1bwaves_8channels_latency.out,15masstree_25rps_1cactuBSSN_8channels_latency.out,15masstree_25rps_1cam4_8channels_latency.out,15masstree_25rps_1deepsjeng_8channels_latency.out,15masstree_25rps_1exchange2_8channels_latency.out,15masstree_25rps_1fotonik3d_8channels_latency.out,15masstree_25rps_1gcc_8channels_latency.out,15masstree_25rps_1imagick_8channels_latency.out,15masstree_25rps_1lbm_8channels_latency.out,15masstree_25rps_1leela_8channels_latency.out,15masstree_25rps_1mcf_8channels_latency.out,15masstree_25rps_1nab_8channels_latency.out,15masstree_25rps_1namd_8channels_latency.out,15masstree_25rps_1omnetpp_8channels_latency.out,15masstree_25rps_1parest_8channels_latency.out,15masstree_25rps_1perlbench_8channels_latency.out,15masstree_25rps_1povray_8channels_latency.out,15masstree_25rps_1roms_8channels_latency.out,15masstree_25rps_1wrf_8channels_latency.out,15masstree_25rps_1x264_8channels_latency.out,15masstree_25rps_1xalancbmk_8channels_latency.out,15masstree_25rps_1xz_8channels_latency.out
23985258,13120051,24322194,38585767,23803051,37025643,23946350,23840492,0,15487645,37745481,21026559,13042344,24239816,15905214,23297002,23514744,0,24189043,24646108,24093127,17192982,23963994,23507348
23980470,13416444,24369073,38598993,23904142,37329361,24791587,23968443,0,16355305,37716798,21987517,13154564,24295449,16666983,23339170,24095703,0,24715663,24748338,24967279,17825683,24069253,23829503
24052947,13683769,24641848,38662858,23909859,37381965,24822566,24133875,0,16475775,37678819,22225212,14732432,24660825,17105692,23824125,24352948,0,24737752,24754524,24972644,17798368,24459571,24106097
24184184,13744651,24659734,38649391,24093497,37346282,24886084,24415634,0,16804707,37724118,22119358,15015790,24668719,17086313,23932072,24722865,0,24895905,25042353,25130394,21761091,24543757,24124133
24776547,13776434,24718458,38814780,24186415,37153697,24988419,24621443,0,17581232,37921558,22610390,15605794,24808614,17525880,24502971,24854777,0,24906954,25116579,25067597,22689809,25111034,24270236
24846835,14234159,24777591,38868639,24197379,37436258,25227213,24969084,0,18221937,37927535,22901925,16512759,24833389,18193947,24878947,25097002,0,25006677,25125921,25301952,23138848,25429787,24820164
24892510,14256423,25077200,38926467,24826018,37507210,25479792,25114895,0,18787228,38074150,22919842,17043639,25087764,19029057,25078373,25611154,0,25095243,25677490,25363676,24882934,25512370,24838199
25088783,14721328,25169346,38915181,24837482,37552872,25519270,25431580,0,18851478,38097491,23255108,17368886,25205772,19636009,25505272,25797573,0,25506203,25744744,25520157,25309212,26018669,24968690
25140318,16312652,26639294,39011240,25455549,37421563,25521006,26284551,0,19147575,38243975,24708163,17722573,25375522,21424247,25961422,25994961,0,26126585,25777891,25553581,26163995,26141216,27193478
25722474,17317968,26785387,38995612,25520546,37420991,25691546,26654708,0,19927276,38349865,25168762,19160884,25469144,21639883,26095837,26009482,0,26362114,26201255,26443800,26455881,26971731,28166548
37586956,21128347,38050593,58255327,38052184,57917413,37733651,37919088,0,24315323,59155773,33178746,21666785,38491184,24618341,35759659,37890817,0,38742944,37529519,33113409,25197625,37065204,32862125
38055485,21792390,38194606,60248197,38321697,57939486,37889197,38950866,0,24959634,59201974,34169668,22200783,39485332,25964249,37362467,38406548,0,39094175,39619118,36024924,26187098,37549042,33999329
38453441,23086487,38392249,60444082,38704500,57946147,39175513,39188790,0,25270259,59375706,34307792,22219988,40067267,26490619,37768897,38598415,0,39609919,40107079,38735693,27348010,39022124,35334026
38896485,23277846,38721910,60452964,38683780,58242926,39578130,39509071,0,25614749,59232460,34486762,23302919,40136647,26795844,38166346,38812762,0,39685881,40221288,39110248,27540036,39212248,38269516
38976205,23415815,40026434,60475448,38851559,58478582,39769745,39548417,0,27023529,59282239,36627953,23518326,40248482,27915990,38295456,38987107,0,39885086,40711668,39705065,28942364,39795626,38534317
39039209,24429237,40428388,60537510,39589145,58545211,40178214,40269827,0,28361479,59352186,36919392,24249728,40404089,28450698,38548095,39863118,0,40200551,40736172,39926918,30987488,39995944,38564798
39712933,25140563,40434260,60572077,39692900,58700199,40888956,40404909,0,29043793,59325078,37790615,25005259,40486504,29277451,39152740,40230611,0,40130450,41028403,40595763,31215907,40292658,38741269
40076481,25233708,40495322,60618724,39791894,58825257,40900292,40540200,0,29978947,59327893,37881462,27364614,40858087,29943407,39476468,40399493,0,40307985,41168165,40747512,32096586,40498820,38770864
40663080,25539581,40696349,60630871,39849788,58866681,40905602,40709520,0,30135354,59455757,38182769,27252049,41168052,30349423,39556193,40890925,0,41016920,41224075,40833618,36969186,40962527,38884869
40750295,25534749,41148879,60826109,40056696,58790738,41031310,40702358,0,30368750,59539711,38211814,28212177,41227294,31025997,39959993,40968838,0,41172275,41185905,41025754,38062121,41398418,39204642
40740724,26182474,41181784,60909064,40077519,58617496,41152963,40976304,0,31971268,59585209,38502633,29858821,41230067,32015061,40552138,41754540,0,41293489,41489891,42266772,39224385,41631594,39968868
41036942,26533688,41351096,60988337,40619221,58881494,41226549,41257941,0,32252748,59815419,38575190,30076632,41237700,33459591,41257333,41827152,0,41337385,42282132,42229723,41256615,41870867,40250277
41398339,26799867,41569975,60950025,40943734,58994379,41485061,41545646,0,32492702,59856301,39747126,30331092,41493533,33998994,42130957,41930174,0,41341472,42369776,42465146,42169168,41988107,40461052
41406098,28774204,42754471,61046675,41158466,59050199,41940271,42320784,0,32845412,59972370,40166152,30944264,41564665,35650808,42558176,42100777,0,42217849,42471357,42504708,42637795,42354233,43156384
42284863,30375011,43583912,61133636,41248322,58888683,42107310,43221257,0,34547903,60159062,41833126,32632448,41863004,36880471,42728869,42424456,0,42882972,42536935,42783752,43447568,43258445,44518448
59359670,35757918,59238376,85133537,59571253,84889677,58923557,58365802,0,41737073,86512740,52793717,36648117,59219590,41689772,56349733,59410144,0,60140960,58240503,53266076,42736304,58847345,51712987
59747788,36955799,59495684,87822326,59633706,84935984,59484307,60863783,0,42802665,86533321,54597881,37143188,61527314,42866904,58044226,59770605,0,61006608,61509590,56953591,44053171,58904732,53054741
59759739,39215819,60308669,88121497,59794998,84968501,59914859,61270708,0,43138193,86604684,54850358,38221289,61924253,43947848,58937470,59944298,0,61043448,61866327,59814872,45470010,60779075,55344652
59905975,39272753,60693528,88148941,60014356,85190908,61513522,61342214,0,43225838,86577571,55266645,39849798,62042559,45025815,59673565,60324666,0,61394956,62682586,60589579,45457852,61263631,58758869
60271736,39693684,62009397,88142331,60754346,85639417,61610976,61452375,0,45234661,86556465,58083553,39827205,62284247,45690313,60067501,60598442,0,61501120,62779655,61665170,47736618,61724268,59086300
61298589,41504338,62065881,88230858,60887464,85740800,61985582,61714048,0,47145423,86698765,58202614,41342876,62296794,46997651,60212684,61932822,0,61635053,62929370,61704241,49603465,62467245,59346121
61291144,42126415,62352104,88260013,61197239,85824745,62171630,62097129,0,47541099,86661424,58441154,42508607,62720062,48829240,60838051,62433305,0,62132985,63036297,61808715,50299738,62545373,59537759
61673749,42577127,62697695,88292419,61558716,85871274,62413642,62266713,0,48875270,86747483,59015695,44572934,63140327,48891563,60900013,62486382,0,62156735,63015516,62483644,51684247,62525144,59978871
61743766,42905403,63134569,88261483,61706736,86013442,62642984,62365943,0,49055414,86832943,59571921,45831288,63260965,49441289,61306812,62568359,0,62702274,63132779,62554441,57545685,63173452,60022087
62068421,43180826,63338905,88533762,61773553,85829563,62917232,62481335,0,49628475,86934364,59603618,46953285,63351786,49750909,61344752,63001820,0,62898771,63215904,63602413,59016884,63410050,60137612
62505423,43941488,63342329,88609612,62150564,86109168,62933271,62769655,0,51449402,86916715,59617670,48213527,63473121,51981933,62540029,63130663,0,63060145,63620572,64740684,61299307,63507228,60699383
62820501,44082626,63636688,88745503,62301291,86060916,63189800,63272075,0,51647802,87258932,59972122,48920494,63559461,53314813,64024294,63974399,0,63366745,64250299,64750554,63380570,63867987,61096162
63223341,44548864,63920083,88747615,62385917,86217253,63408700,63512688,0,51716467,87292443,60825215,48892765,63763333,54245078,64139564,64079110,0,63852556,64399768,65008694,64800810,64202902,61347144
63610292,47440131,64011567,88710004,62472936,86293038,64195322,64491032,0,52624105,87472360,60804525,50293845,64236027,55176638,64798985,64674044,0,64331096,64465483,65044854,64906369,64443517,64832694
63755848,48784303,65601903,89032419,63531245,86040078,64717003,65251776,0,55009984,87627239,64392289,51244615,64632918,57379939,65133707,64714028,0,65600092,64898508,65245030,66085733,64854934,66637427
14325096,12240875,14286424,27899331,14230323,27840548,14407092,14097111,0,12605512,29856510,13612532,12023779,14230324,12719558,14280279,14505839,0,14541369,14598453,14267801,12750083,14252085,15715262
14502627,12244819,14504971,31323945,14568163,27870795,14519390,14608704,0,12802867,29893878,13790362,12164526,14522549,13033833,14373718,14527716,0,14642281,14740795,14216475,12955797,14531034,15821331
14567212,12594729,14539167,31737834,14630549,27970146,14666024,14739949,0,12814025,29856124,13874827,12337202,14803412,13200734,14409546,14615301,0,14689952,14759721,14414479,13002436,14605869,16359894
14681587,12774542,14636880,31768425,14736719,28245710,14700294,14757491,0,12868820,29902080,14103389,12424289,14790746,13442250,14589145,14757635,0,14667096,14770060,14468452,13121519,14623344,16431925
14715840,12953610,14696185,31807019,14783504,28732003,14755535,14928224,0,13135358,29880727,14330204,12549181,14827054,13496661,14727251,14910362,0,14713875,14864690,14731627,13093239,14782570,16641117
14843859,12967413,14669129,31884334,14763844,28900169,14778432,14965465,0,13111297,30003154,14371711,12445311,14838494,13479282,14730450,14890567,0,14784530,14919784,14744180,13398618,14768912,16807984
14859615,13022500,14747091,31900329,14759495,28897391,14821853,14999822,0,13353983,30057678,14338679,13026330,14899014,13535871,14740943,14858574,0,14972901,14920868,14793936,13568542,14844872,16907027
14879243,13328862,14779342,31936295,14894941,29018734,14862732,15008163,0,13455495,30071456,14474862,13104750,15052908,13528924,14874129,14929252,0,15071732,14927148,14746049,13576102,14877288,16927587
14896953,13406351,14819937,31911229,14967605,28829731,15124538,15221673,0,13497791,30159140,14230194,13137521,15043651,13587861,14948913,14921938,0,15262995,14968817,14949835,14154744,15019608,16970871
14997892,13490231,14832537,32233750,15015595,29201631,15133031,15209936,0,13517045,30271541,14522564,13220863,15078120,13656805,15050738,14938391,0,15267248,15004014,14989363,14566267,15014421,16975006
15038432,13572778,15034137,32281568,15086225,29234375,15107185,15325456,0,13592867,30210521,14550657,13624900,15199500,14011931,15095657,15007183,0,15237030,14996767,15081062,14949259,15078152,17006685
15070559,13867910,15190110,32434742,15073782,29390746,15226667,15315969,0,13613681,30678581,14580824,13584940,15255705,14156895,15110068,15007285,0,15354461,15050972,15387853,15039402,15141256,16990805
15122565,13951527,15215340,32381517,15190377,29398027,15299640,15455559,0,13734396,30711734,14657689,13635315,15301699,14296882,15104952,15021807,0,15374448,15058137,15387758,15185377,15320471,17314925
15367035,13993704,15479352,32518868,16676436,29524787,15358579,15487633,0,13838416,30935357,14688086,13851871,15413735,14476998,15116566,15105861,0,15549905,15202639,15439801,15199841,15362960,18100509
15714450,14191286,15641466,32806135,16706257,29272011,15462528,15540645,0,14417500,31095697,14749223,14142324,15743466,14504283,15281715,15506291,0,15680938,15264960,15629003,15322032,15545953,18206051
40323117,32412218,40283705,59691365,39869030,59687329,40398272,40133144,0,35150235,61918568,37888859,32136617,40113257,34663007,39525715,40319128,0,40581148,40396809,39661533,35415183,40068456,39734067
40382717,33076704,40529298,63641374,40602273,59726288,40638558,40794671,0,35310565,62107684,39056626,32696905,40791313,35434068,39623526,40443954,0,40596814,40737479,39751298,35867431,40142928,40209779
40534510,33775812,40560335,64159926,40803373,59737988,40743230,41150162,0,35472873,62012989,39249165,32983043,41312445,35651059,39857764,40655793,0,40811091,41084881,39992621,36189980,40382454,41300041
40598920,34106758,40567877,64195048,40984429,60137072,41169935,41130153,0,35761243,62059329,39626064,33349841,41393836,36228925,40118409,40851005,0,41204210,41347258,40770813,36355876,41207444,41972979
40984353,34500678,40885978,64256056,41002231,60677665,41279518,41288752,0,35799282,62038432,39842241,34237199,41467007,36266284,40697939,41059076,0,41320041,41346578,40846611,36317670,41346084,42007728
41065307,34708898,41113431,64340114,41059553,60811140,41350963,41435149,0,36588129,62067645,40023837,34522368,41518064,36793905,41026464,41146116,0,41541212,41386180,40919469,37343647,41458189,42041791
41215716,35334730,41123337,64354240,41149353,60844355,41535845,41532074,0,37209449,62189210,40266476,34992775,41726419,37002775,41098396,41189753,0,41550934,41431539,40922955,37499471,41505577,42079272
41252557,35432825,41330931,64424677,41495616,60632656,41656456,41878102,0,37309798,62259991,40304710,35392274,41789670,37328634,41187914,41190680,0,41893156,41642173,40967779,37731740,41574707,42303183
41332376,35592052,41483466,64420362,41523467,61025885,41701149,42112998,0,37457012,62212971,40463892,35937702,42148215,37306481,41331911,41278827,0,42232796,41753365,41620398,40352768,41640123,42403610
41492536,36158700,41647305,64728868,41616974,61145182,41836687,42155421,0,37570896,62242144,40272373,36305887,42212192,37647212,41362079,41479918,0,42265358,41823261,41975969,40397857,41627181,42520611
41591964,36572250,41860760,64789848,41940920,61359578,42141409,42426915,0,37791505,62476978,40583450,36905430,42256812,38069997,41741928,41730596,0,42386615,41993224,42095304,42217463,41754605,42627886
41691106,36613624,41987337,64897785,42082432,61266664,42369291,42641785,0,38113546,62885464,40567758,37068573,42287749,38775231,41847754,41840112,0,42471613,42096886,42393847,42336871,41798200,42736003
41963617,36779315,42218330,64895919,42161147,61453972,42573433,42701719,0,38354034,63048816,40764487,37222771,42371519,39046990,41906073,41854184,0,42483624,42072855,42537453,42660075,42117560,43341913
42634302,37298092,42652487,65052361,42447602,61532268,42695394,42974988,0,38608688,63238901,40813186,37507578,42449199,39684309,42220127,42167114,0,42662531,42141085,42984854,42643210,42249788,44651438
42890275,38035229,42717539,65410696,42590258,61396450,42858722,43130396,0,40041860,63398961,41555777,38253589,43284255,39719030,42411038,42581285,0,43170554,42326202,43419313,42779211,43088677,45149980
40489845,26729645,40748931,66031367,40601828,65795337,41222189,40701609,0,31982412,68307982,36632541,26619439,40549038,31393643,39002992,40728428,0,40764994,39741272,39197838,32261533,40355725,38157874
40582072,27945042,40934626,70264064,40736175,65846182,41286970,41325899,0,32013458,68420404,37858931,26889929,41843383,32431113,39707987,40688491,0,41367102,41733928,39695629,33121041,40796979,39003994
40956558,29106928,41235945,70875016,41496080,65827111,41878142,41419908,0,32050868,68413683,38995854,28033609,41938897,32563383,39668840,40977186,0,41689361,42124254,40144575,33427073,40867539,40292119
41044624,29247000,41455836,70914948,41514138,66264779,42033595,41458893,0,33281900,68530617,39010784,28178893,42147562,33041208,39728971,40992467,0,41725604,42192893,40501208,33531563,41537923,41417968
41169050,30268038,41462625,70971942,41549572,66909044,42092830,41639283,0,33704056,68455935,39681657,29287627,42303538,33277050,40782192,41118723,0,42284065,42246251,40683112,33542550,41873664,41705403
41417550,30401310,41897317,71078474,41657871,66774367,42136531,41877553,0,34537843,68529401,40348725,30782012,42470610,34325679,41253820,41508757,0,42522262,42289748,41182063,36085247,41982102,41780233
41515696,31598572,41937021,71161615,41768550,67100775,42301019,42723912,0,34846721,68657428,40437040,31719400,42864638,34858948,41283005,41746702,0,42646504,42302641,41518735,36097493,42225437,41898501
41656712,32193901,42041420,71170857,41924855,67087814,42514046,43109304,0,35210407,68594431,40456497,31580626,42952772,35865841,42369373,41970537,0,43210257,42363737,42038948,36182959,42525424,41949354
41856026,32881893,42834066,71139852,42048822,67283460,42500000,43134647,0,35315043,68664153,40543585,32732868,43079393,36066518,42334954,42101035,0,43189558,43041145,42595128,40063457,42517307,42060629
42108065,32921531,42864034,71515281,42642924,67414399,42797580,43148202,0,35441680,68779695,40565533,33343704,43128159,36248101,42415564,42606457,0,43283176,43037772,43034314,41208200,42756999,42238180
42060915,33660552,42918853,71638163,42729086,67606537,43366204,43537690,0,36758043,68970270,40779816,33820101,43220222,36619455,42556287,42967482,0,43527702,43318672,43630690,43383218,43202257,42450957
42870651,34106938,43197398,71698658,42886638,67595974,43684523,43836196,0,36807008,69417528,41313057,34184454,43314231,37166401,42843575,42949027,0,43650974,43362899,43768563,43712899,43346107,42662656
43179676,34105469,43285094,71669661,43016090,67776722,43739367,44041397,0,36975277,69673631,41345257,34938541,43560618,38634460,43243557,43115636,0,43692990,43372541,43837229,43869076,43394052,43530413
43158044,34481450,43488301,71812520,43248514,67893245,43940155,44838537,0,37851808,69805911,41224098,35035885,43645268,38895166,43254019,43362377,0,43814409,43460233,44741943,44517191,43600743,45387701
43305841,36167323,43693063,72298761,43269320,67721047,44406877,44796486,0,39046562,70043914,43462358,35914798,45111283,39347665,43627153,43892626,0,44547246,43739996,45271125,44987847,44217897,46354128
52966789,34329853,53816523,84656105,53791185,84692936,54839137,53533159,0,41352913,87503773,48516771,34035906,53214273,40700141,51670184,53707608,0,54511896,52381497,51536423,41988324,53505856,49955454
54071911,35738132,53830640,89730771,54427943,84787623,55023606,54197166,0,41352572,87679411,50078114,34110337,55130404,42510153,52325504,53806696,0,55228285,55371254,52766537,42944300,54064197,50174422
54449862,36952914,54423743,90318815,54567953,84755456,55130444,54633149,0,42275231,87634974,50730349,35211533,55311008,42604575,52443023,53880035,0,55331895,55712983,53049938,43089325,54379213,51896281
54409705,37209829,54816305,90440960,54747890,85113088,55461990,54766883,0,43524177,87655058,51220514,36706288,55383708,42664210,52656196,53972206,0,55445486,55714670,53510549,43782239,54833956,53534250
54636375,38269497,55061109,90544455,54735311,85834130,55617081,55500537,0,44666017,87636098,51414880,38152393,56059043,43171063,53426563,54388696,0,55661485,55774378,53862980,43751782,55141023,53956744
54751712,39665868,55137600,90605059,55151992,85654913,55629527,55516978,0,44909375,87746739,52473660,39765905,56314187,44751003,54873633,55319980,0,56116603,55750162,54829905,46930166,55459627,54255047
54886700,40834123,55746252,90657998,55321358,86099616,55640510,56137954,0,45483879,87792754,53009380,40867875,56351528,45873958,55006036,55417558,0,56281600,56198949,55074243,47097658,55778925,54299463
55038051,41687808,55836274,90664888,55470905,86153965,56049885,56446345,0,45650243,87928194,53359541,41134550,56458506,47032187,55600744,55558271,0,57386487,56308897,55481997,47708740,56474127,54304214
55489815,42241685,56554299,90719864,55652185,86340523,56474198,56924099,0,46073384,87931622,53859977,42652078,56566240,47057896,55847813,55721946,0,57585092,56810840,56348317,52139733,56628850,54809278
55633993,42783541,56796444,91075363,55810899,86476338,56720327,57234561,0,46133530,88089841,53853542,43097554,56687721,47373945,56213694,55875060,0,57566556,56792935,56801654,54354187,56808528,54933951
55704649,43074299,56820996,91285331,55922115,86683277,57068285,57496222,0,47637742,88328132,53897098,43591183,57119937,47815736,56439517,56186978,0,57560466,57272037,57435678,56816863,56946809,54983525
55883605,43979314,56850140,91230940,56282954,86643222,57160012,57540648,0,48536247,88735703,53969603,44497302,57287810,48367867,56561814,56705308,0,57675804,57254664,58059150,57764178,57283957,55583198
56193200,44453102,57169126,91321277,56568384,86864575,57417426,57972160,0,48698327,89109571,54702043,44953892,57552684,50590355,56656320,57040121,0,57841279,57261336,58304743,58097098,57769878,56368166
56745804,44800906,57700894,91448478,56681124,86964096,57912228,58433468,0,48960535,89188621,54810706,45992931,57821533,51043450,57000866,57536668,0,58355520,57432402,59259479,58440829,57926962,58985379
56780833,47499513,57825687,91965547,57462141,86852385,58048758,59246242,0,50737472,89470444,57272464,46369374,59725407,51895545,57659355,57876503,0,58927247,57597946,60134813,59749670,58137227,60376298
54256480,29535993,55044499,91739202,54422399,91607205,55901169,54645043,0,38880731,94723092,49037791,29437518,54147499,38052549,52123626,54726151,0,56729153,53792873,51832929,39064634,54689130,49503797
55689985,31923835,55106002,97202886,55658913,91665574,55929197,55507621,0,39283331,94808357,50461108,29477475,56738058,40313691,53326003,54797692,0,56821645,56003955,54058992,40657696,54748722,49763843
56000076,32609154,55189320,97861161,55837758,91733483,56590203,56191023,0,40012286,94906891,51427662,29982948,56730814,40540530,53318712,55608529,0,57147976,57228050,54410863,40672525,56000556,51661900
56198238,33337452,55939480,97975817,56122224,91999231,56872650,56979028,0,41273952,94883784,51734828,33557692,56923364,40570917,53847042,55661397,0,57333877,57258690,54808294,42333424,56629627,53837989
56325903,34644527,56874421,98119846,56382458,92911843,57452648,57305992,0,42706893,94936335,51897582,34375880,57410632,40579538,54209615,56272175,0,57553376,57338401,55896321,42279613,56965918,54333931
56569831,36954145,57335806,98128663,56723371,92671080,57566150,57644725,0,43201823,94970680,52628838,37148119,58144107,43392329,56459643,56642764,0,58133812,57526940,56330688,46051206,57399352,54344172
56809082,38664069,57716142,98168343,57133684,93191286,57755479,57794620,0,43904228,95011445,53578421,37801418,58252519,45355253,56737573,57035378,0,58374520,58025491,56750979,46091254,58014884,54782347
56867336,38899062,58066481,98229247,57141962,93244667,57843831,58020383,0,44362917,95250248,54167982,38594072,58453728,46144305,56860159,57497075,0,58578359,58063828,57628640,46801115,58243219,55333613
57133613,39576772,58328158,98317891,57134367,93383184,58463328,58941471,0,44860637,95245912,54517946,40245523,58621768,46461832,57741671,57624469,0,59353499,58233257,57889890,52724601,58630992,55420118
57138871,40557625,58593803,98725161,57498105,93627376,58698945,59183521,0,44960788,95391806,55254391,40518491,58636589,46504069,57896964,57630603,0,59791934,58881764,58951061,55141279,58733574,55619568
57268469,40659889,59001889,98790738,57666485,93811780,58758859,59208913,0,46676864,95642700,55587900,41925642,59092031,46986358,57937377,57898150,0,59877365,59244427,59127316,58872719,58858542,55758859
57671066,41821872,59046303,98911837,57816234,93812629,59175397,59899807,0,47292373,96166526,55783014,42893834,59638520,47388903,58112652,58005410,0,60129539,59283059,60549169,59940912,59600850,56786838
57984451,42867776,59707012,98900504,57836831,94056077,59714719,60120981,0,48175682,96540553,55794355,43663722,59975271,50935290,58553688,59307366,0,60237469,59378376,60674833,60254128,59849088,57304786
58027797,43604337,60051348,99065526,58090508,94119911,59733507,60154665,0,48944128,96560127,56468518,44880637,60253544,51735063,58920707,59533173,0,60950337,59473702,61859576,60567814,60124703,60617509
58248441,46312161,60261268,99698129,59780365,93993841,60079125,60937260,0,50737382,96979417,59124827,45289065,61606856,52553154,59896376,60151336,0,61280830,59907770,63088542,62512635,60809952,62340126
79785457,48124685,79390072,122281492,79166974,122158962,80463987,79561642,0,60267360,125497169,73238654,48251012,78767870,59355415,76485676,79520682,0,82230168,78933085,75459599,60104838,79548270,72389054
80912004,51393980,80090077,128234183,80377799,122146093,81221120,80916960,0,60900749,125593080,74657662,48365046,81998801,62073086,78120008,79800681,0,82547091,81296908,79132466,61834433,79855376,72723736
81000804,51924704,81204906,129031938,81195060,122207744,81382926,81694916,0,61357441,125743202,75501377,48759185,82049536,62102157,78520224,80596440,0,82550180,82656432,79997194,61968291,81214262,75550900
81531453,53462231,81476596,129166197,81537783,122476986,82670854,82626806,0,62804230,125698561,75841681,53985228,82129912,62189888,78874517,80971773,0,82875406,82663838,80102958,64501876,81998080,77676170
81608356,55221652,81647149,129255508,81891569,123409997,82766447,82874052,0,63986646,125750544,76277746,54174867,83116333,62280175,79028808,81655238,0,82908754,82904637,81095644,64768257,82451696,77953221
82164106,58549121,82844652,129295012,82098481,123270872,83165024,83233760,0,65541201,125800979,76887310,58064083,83529847,66104073,81979166,81620211,0,83871296,83354286,81535141,68769634,83671008,78404170
82251588,59772681,83348465,129366320,82095446,123878915,83173528,84076359,0,66239122,125840235,78101577,58604029,83738580,68360417,82221741,82335682,0,84035084,83484279,82475129,69189047,83973960,79303572
82270299,60788652,83387229,129412795,82269053,123889731,83714850,84120238,0,67135960,126142754,78970343,59501926,83736289,68731772,82593906,82662817,0,84640133,83736076,83184580,69327160,84032710,79791252
82429143,61453441,84584392,129455782,82530825,124058623,83747805,84489252,0,67529952,126170284,79014850,61219980,83960527,68862527,82933731,82901538,0,84990916,83792616,84211427,76929551,84157400,79788999
82691728,61976457,84638023,129972693,82923814,124380802,84046538,85134916,0,67865443,126298733,80161367,61993245,84619904,69192188,83468206,83580404,0,85068361,84645422,84475735,79662628,84240227,79911824
82755371,62197264,84622954,129906880,82944864,124548470,84783132,85215888,0,69109913,126539936,80642762,64349851,84705180,70124992,83534800,83627083,0,85807533,84714607,85547374,81443105,85054196,80215841
82780344,63308868,85140085,130085689,83021834,124507352,85077591,85342696,0,70524365,127108946,80646644,64491601,84997836,70149643,84091177,83896227,0,85985428,84828829,86078339,84510481,85243814,81425722
83333251,65285886,85966852,130114961,83099576,124878430,85505036,85713434,0,71431860,127516610,81190384,66216020,86077286,74737789,84150744,85294745,0,86415585,85219742,86936330,85593701,85829946,81577342
83575266,66051550,85964853,130196450,83887009,124819805,85859364,86184718,0,72249910,127483843,81719778,67247906,86467805,76142089,84419493,85316718,0,86978396,85480211,88013933,85951457,86074537,85853163
83695223,68223224,86146294,131010197,85486188,124736708,87086716,86561928,0,74708550,127944504,85104367,67853183,87877159,76776042,86083734,86512516,0,87620110,86081630,89443471,86536591,87274839,88024980
105739543,67583416,103482667,153641253,104701920,153236672,105593508,104466394,0,81680743,156820359,97961371,67231332,103765476,80984739,100756167,104474351,0,107813036,103842940,99607218,83699789,105495072,95502118
106163578,71509453,105493081,159839759,105335618,153184104,106642754,106662014,0,82094971,156976920,99239286,67770655,107446599,83959057,103129650,105070634,0,108245101,106906950,104224114,84029133,105519197,96262105
106204744,71825132,105951793,160736008,106889638,153247792,107050014,107302759,0,82862320,157086883,99488517,68912191,107542180,84169957,103304395,105130679,0,108480221,108091536,105451146,88842345,106366558,100280505
106442340,74193828,107186827,160926249,106886056,153510496,108168490,108405950,0,84826007,157037070,100780270,74569945,108130423,84424424,104060120,105709279,0,108479217,108391350,106125549,87146527,107559204,101878633
106529852,75756583,107446294,160969135,107060741,154586735,108437046,108697520,0,85981611,157136141,101428568,74633477,108772637,85098762,104080308,107391116,0,108725654,108471988,106154229,87386381,108665810,102265992
107208955,80262418,107531055,161061247,107522782,154447616,108561405,109247141,0,87962666,157168670,101824124,79202225,108801425,89812988,107602382,107469126,0,109781207,109547612,107569346,92161834,109044571,103014717
107574476,81043721,109167440,161117753,107519916,155094829,108930856,109916074,0,88881708,157267215,103042474,79744364,108811414,91024719,108261761,107705337,0,110333615,109939597,108431480,92435395,109712593,103980338
108126693,82637551,109244240,161143262,107838329,155121425,109260196,109997237,0,90117790,157560755,103899962,80796217,109435851,91792962,108323398,108332050,0,110495541,110134130,109536395,92717229,109728504,104614674
108329641,83331361,110719701,161179751,107898805,155279474,109705339,110305440,0,90960809,157642941,104196259,82623527,109810764,92097971,108483652,108467644,0,110484733,110173460,109647152,101495032,110245177,104737177
108506850,83754880,110838113,161705222,108417293,155653294,109822551,110533562,0,91247657,157740333,105480587,83900897,110332322,92478986,108874173,109545743,0,111484182,110534566,110632856,104717758,110531715,104970413
108530261,83777513,110894253,161827142,108925809,155798770,110851601,110891391,0,91643299,158036212,105697348,86761065,110900622,93576981,109211185,109668301,0,111956508,110892659,112134956,87106891,110949227,105487112
108741639,84994022,110986206,161890654,109209814,155757823,110885034,111123478,0,94607553,158616100,105802062,87129064,111210435,94269193,109458774,109736232,0,112241073,110905253,112201984,88878273,111406643,106368678
108846382,87981238,111579820,161893680,109422121,156078264,111601792,111906263,0,95284538,158999715,105992249,88891241,112242044,98610871,110084426,111487102,0,112875176,111465531,112752072,90024969,111851870,106406008
108956167,89020812,111681535,162001855,109972117,156157269,112613099,112031588,0,95911102,158998355,107188066,70501303,112862532,100026724,110504202,111566236,0,113111431,111827946,114129398,110405794,112720159,111647670
108949455,70664185,111908457,162863233,111478789,156015868,114325184,112247633,0,98994474,159482876,111041775,90513635,114164102,100453871,112225977,112765117,0,114375073,112140812,115766818,112040335,113652208,114183531
115259121,90989266,111787737,168367913,114397355,168070614,114335317,112994073,0,86813262,171950217,106934259,90412065,113864660,86567689,109051010,113933876,0,117287559,112908295,107810407,112697493,114902948,102305398
