15masstree_25rps_1baseline_8channels_latency.out,15masstree_25rps_1blender_8channels_latency.out,15masstree_25rps_1bwaves_8channels_latency.out,15masstree_25rps_1cactuBSSN_8channels_latency.out,15masstree_25rps_1cam4_8channels_latency.out,15masstree_25rps_1deepsjeng_8channels_latency.out,15masstree_25rps_1exchange2_8channels_latency.out,15masstree_25rps_1fotonik3d_8channels_latency.out,15masstree_25rps_1gcc_8channels_latency.out,15masstree_25rps_1imagick_8channels_latency.out,15masstree_25rps_1lbm_8channels_latency.out,15masstree_25rps_1leela_8channels_latency.out,15masstree_25rps_1mcf_8channels_latency.out,15masstree_25rps_1nab_8channels_latency.out,15masstree_25rps_1namd_8channels_latency.out,15masstree_25rps_1omnetpp_8channels_latency.out,15masstree_25rps_1parest_8channels_latency.out,15masstree_25rps_1perlbench_8channels_latency.out,15masstree_25rps_1povray_8channels_latency.out,15masstree_25rps_1roms_8channels_latency.out,15masstree_25rps_1wrf_8channels_latency.out,15masstree_25rps_1x264_8channels_latency.out,15masstree_25rps_1xalancbmk_8channels_latency.out,15masstree_25rps_1xz_8channels_latency.out
15652993,14218637,15650397,63709106,16576085,51083101,15765627,15683501,0,14096421,56991379,15261495,13795876,15843699,14575029,15795904,15903962,0,15775048,15621931,15596065,15361871,15754241,18127326
15872746,14266070,15638686,65144765,17116011,51652649,15820682,15944462,0,14206421,58574563,15386874,14124603,16065163,14963871,15894410,15958084,0,15976636,15603394,15664544,15423901,15825852,18353647
13723479,11733325,13928463,16880230,14320495,17107464,14166639,14293363,0,11733355,17320438,13639277,11976131,14390148,12651041,14115672,14211153,0,14366159,14347472,13938970,12193272,14382818,15692272
14296380,12042399,14273675,19999890,14351782,17114463,14405860,14360028,0,12571570,17361532,13942934,12117908,14548174,13165242,14135341,14271532,0,14599131,14717602,14082508,12190066,14422344,15981070
14336981,12099175,14449368,22100103,14386950,17094525,14457808,14372496,0,12622752,17331449,13890923,12305158,14548240,13235129,14222878,14661731,0,14683447,14723950,14229968,12503495,14553562,16249492
14403539,12452999,14446287,22481718,14584563,17209069,14631461,14481634,0,12719207,17290782,14077117,12250253,14537724,13353785,14493170,14730068,0,14737487,14760431,14186228,12989210,14638549,16372814
14390321,12574134,14446297,22664383,14568969,17232526,14626281,14507576,0,13030122,17431784,14083168,12194954,14579428,13341114,14547234,14734333,0,14740625,14754052,14297849,13012221,14659375,16410689
14404784,12709727,14573231,22811251,14596944,17231611,14642931,14601036,0,13076056,17357974,14256965,12418432,14591764,13478721,14583630,14840520,0,14718853,14935964,14466912,13220368,14759225,16844629
14576177,12885974,14629226,22871917,14681532,17298601,14776946,14669862,0,13312459,17405073,14239613,12493709,14841380,13752910,14801882,14867395,0,14805041,14927725,14601179,13707503,14803987,16951379
14540820,13111562,14657485,23014549,14689711,17341954,14864481,14748119,0,13345985,17369902,14002229,12597542,14881049,13854980,14915321,14887163,0,14914022,14889459,14769539,13804019,14816312,16907954
14597027,13390507,14671926,23078012,14692871,17177503,14916248,14885266,0,13370963,17353526,14317311,12799613,14901784,13995967,14912025,14936145,0,14986087,14949663,14892551,14095338,14826754,17009449
14737730,13496297,14725914,24178703,14765596,17337093,14942551,15024547,0,13398281,17341243,14412056,13082136,14977732,13992126,14993299,14939249,0,14956758,14941267,14967258,14245482,14884114,17031476
14762706,13706451,14719185,24231227,14829960,17295207,14989462,15029833,0,13452721,17387135,14451362,13221348,15024741,14071081,14986349,15042210,0,14934009,14958218,14983265,14816412,14861255,17117441
14835556,13847878,14865500,24304833,14946476,17392027,15025539,14992117,0,13589724,17384285,14425477,13324630,15022361,14096522,15044208,15164055,0,15005691,15066260,15030849,14859506,14948624,17242269
14881200,13873105,14929863,24450675,14996370,17294139,15166865,15075349,0,13708344,17773685,14584608,13390935,15023373,14126631,15026536,15247135,0,14991233,15292774,15161779,14872228,14996290,17358322
15027902,13923987,15056917,24912868,16233923,17299879,15209723,15214817,0,13804583,17922725,14661529,13377379,15057698,14542275,15083812,15332327,0,15110824,15385286,15198254,14936755,15042273,18038356
15138877,14154600,15153527,26360262,17166456,17419510,15339658,15207557,0,13861446,19560439,14705309,14082741,15130610,14691148,15104646,15411502,0,15425940,15438472,15512290,15217919,15307320,18197094
19302548,12651886,20479998,29896636,21263165,29888355,20578739,21249602,0,14610707,30343808,19352479,12885225,21256764,15633936,20523857,20092782,0,21231881,20556608,20160914,15437187,20871023,20948723
20953889,12990615,20992444,33465366,21357668,29948032,21195450,21268206,0,15597655,30516630,19792535,13624192,21615527,16498553,20891909,20743060,0,21557345,21504342,20314033,15703664,21696577,21211192
21142554,14328155,21012398,35553689,21450358,29921676,21826639,21338960,0,15986100,30430811,19961792,13902323,21695413,16675029,21119566,21903730,0,22246788,21908910,20794376,16480079,21777203,21773018
21390145,14475628,21353486,35906501,21453167,29983467,21926714,21441853,0,16287410,30500527,20342623,14230899,21955628,16698513,21249644,21910001,0,22222010,21930625,21075545,16696662,22072936,22655386
21415059,14794438,21384683,36128250,21731019,30169458,22003641,21551146,0,16319752,30550927,20284560,14377282,22009047,17121094,21656220,22348810,0,22343707,22205030,21286131,17317803,22181154,22853829
21569638,15179850,21621683,36227652,21878580,30199705,22071003,21562536,0,17929337,30546219,20441355,15070008,22036639,17139069,21878878,22334162,0,22355145,22392421,21356567,18060739,22310204,23057194
21537704,15405792,21931609,36353342,22115783,30262075,22060884,22322005,0,17978829,30528462,20560496,15361543,22053578,18530666,21983778,22467087,0,22379965,22492373,22255040,18947140,22382997,23097147
21671626,15757257,21938820,36471336,22151028,30306284,22275134,22330310,0,18012800,30637009,20575613,15166638,22186620,18651930,22318386,22507593,0,22473550,22437375,22333314,19132789,22554802,23178469
21701736,16594106,22043198,36581532,22244726,30390936,22411177,22306983,0,18123019,30511803,20438330,16630469,22440328,18956673,22379372,22622409,0,22510887,22526270,22366287,20140539,22611770,23356743
21925326,16957532,22082450,37618772,22239602,30408919,22582711,22370687,0,18227252,30548637,21244457,17252054,22604565,19247816,22416421,22605705,0,22788555,22591291,22518257,20848544,22617092,23734604
21923505,17283615,22181736,37733357,22433059,30330284,22623506,22488747,0,18266926,30669162,21401252,17299907,22663247,19238747,22625342,22840676,0,22846833,22625256,22554124,22410608,22615877,23859351
21998485,17958080,22460012,37896917,22677227,30338147,22636579,22514171,0,18402483,30566902,21499947,17292739,23095360,19999563,22644131,23016557,0,22792466,22639978,22969716,22538915,22686698,24109703
22550881,18254498,22757610,37992161,22780753,30443896,22800953,22607806,0,18834094,31054480,21561355,17830175,23128789,20189706,22866680,23060100,0,22866588,23850549,23099690,23075492,22758461,24278900
22904368,18343952,23012254,38498800,22867533,30195248,23542739,22649077,0,19211981,31159520,21663223,17901199,23143349,20455588,22965463,23600192,0,22991296,23863033,23210929,23094216,22803440,25580174
23051690,18658867,23501245,39943618,24360132,30500051,23548914,23459331,0,19658451,32900758,22031685,19108914,23416985,21085834,23381394,23600072,0,23720631,24192512,24319687,23751929,22960259,26074686
21245926,11912188,23202410,38838847,23958163,38783834,23161888,23906552,0,13874435,39570243,21153519,11712474,24809231,14208317,23027799,22024922,0,24801828,22971166,21946668,14712834,23129865,21905765
23374313,11972573,23908360,42938197,24225941,38856397,23960584,24304815,0,14112629,39722939,21607098,12048306,24956671,15152098,23310818,23243116,0,25021264,24205007,22809574,15192758,24679036,22088113
23795981,12145142,24051962,45110218,24532509,38825456,24663476,24436837,0,15319283,39713373,21622754,11973559,24996451,15872383,23876536,24786399,0,25543284,24373602,23861940,16206235,24695740,23528476
24046900,12160560,24298543,45445330,24686760,38920923,24981996,24524226,0,15747216,39673254,21726456,12541040,25144022,15966834,24562643,25329058,0,25609001,24535833,24365940,16994552,25278788,24961545
24339218,13460641,24771561,45694874,24841247,39207165,25084027,24661520,0,16447790,39747224,22563709,13043022,25321852,16210052,24915249,25703847,0,25784839,24929579,24466031,17652883,25641068,25089551
24456814,13601548,25092103,45765601,25211694,39236858,25448639,24892464,0,18336951,39738049,22851600,13544974,25426781,16795803,24973890,26127642,0,25848150,25824258,24580302,19001487,25913454,25100875
24670714,14055276,25236967,45933940,25230362,39386337,25492562,25375710,0,18559138,39805147,23036022,14465918,25460768,19262343,25165683,26097828,0,25845896,25885772,25463432,19795443,26009224,25496321
25080507,14465685,25316521,46033733,25624222,39374796,25486266,25636076,0,18712033,39836542,23285513,14719987,25815247,19508349,25173213,26258792,0,25997928,25884460,25700138,20188991,26133950,25553506
25258318,15617071,25367652,46146498,25663039,39484341,25615316,25675267,0,18763328,39754932,23387831,16576598,26146655,20111400,25324670,26364944,0,26095813,26008529,25865270,22296369,26293501,25647526
25296647,16417491,25406343,47207621,25811575,39487278,25860220,25682980,0,18767301,39949175,23392707,16970214,26153665,20257899,25823164,26355641,0,26363752,26176372,25996738,23554304,26344308,26573421
25330013,16472607,25565057,47339287,26172527,39395977,26030968,25613752,0,19078507,39843166,23777121,17129889,26286181,20275494,26044596,26439826,0,26449844,26194383,26542934,26144573,26439857,26707274
25621497,17809462,26057027,47601607,26274302,39207796,26233374,25822025,0,19158824,40025645,24142351,17217850,26640382,21692319,26102789,26592874,0,26623781,26363881,26660335,26710639,26448072,27151083
26127158,17911359,26228038,47550074,26324240,39496213,26843258,25816825,0,19743022,40413146,24847176,18124045,26993030,22402779,26357539,26607255,0,26946994,27737896,26644609,27068771,26570790,27118094
26189574,18488609,26395905,48126826,26830779,39630001,27103145,26674827,0,20686980,40501869,25317801,18559915,27010724,22762109,26632254,26906037,0,27256072,27839885,26752673,27714137,26590609,29115637
26933611,18849588,28023037,49631637,27041651,39603049,27232303,27073090,0,21883574,42315800,25500872,20207115,27218909,23278115,27677198,27383387,0,27263688,28959602,28499138,28377667,26661280,30111248
41461128,26614656,43567348,65098254,44135798,65236596,42949724,44183149,0,30184512,66277893,40448423,26067536,45260930,30270229,42160196,41339628,0,46104787,43835292,41365231,31851420,43395090,40315474
43636437,26717298,44332720,70015761,44528571,65327016,44505587,44843623,0,30304190,66486481,40391000,26528791,45861733,31812474,43858820,43550868,0,46315096,44482534,43363877,32453794,44828699,40610749
44366104,26910423,44780993,72161362,45487961,65285347,45343953,44982653,0,31709401,66465797,41111808,26819553,46075671,32625688,44275857,45708993,0,46379431,44926332,44839331,33300201,44927514,42992507
44719877,27478790,45170909,72423310,45474983,65330333,45590570,45512066,0,33466664,66494511,41610068,28526610,46132916,32698373,45083924,46069440,0,46673765,45098283,44865390,34855176,46915100,44667553
44825788,29400647,45799568,72805283,45682641,65819021,45846857,45523479,0,34177712,66458734,42356638,28967502,46181779,33149789,45396679,46273573,0,46968207,45520611,45437961,35662496,46929479,44789860
44875312,29768108,45807277,72811269,45862779,65828514,45974060,45654554,0,36050200,66486702,42707993,29229583,46368935,34545486,45636868,46863958,0,47063748,46220286,45909496,37697684,46938845,44910897
45035574,30401260,46249406,72996988,46129248,65646851,46227751,46148601,0,36742379,66632722,42836524,31291770,46443687,37591346,45767898,47248215,0,47202140,46856903,46430414,38460538,47078850,45462305
45851079,31170631,46303852,73131989,46318096,66024430,46256487,46323498,0,37110512,66541649,43317874,31364196,47255898,38430544,45798771,47271618,0,47250916,46815393,46449859,39132796,47502741,45485544
45925524,32135698,46397200,73225613,46557161,66026089,46284812,46412629,0,37219316,66707182,43735450,33717668,47349079,38911526,46341626,47604546,0,47397377,47060192,46624367,42189716,47508004,45534668
46380283,33246770,46463721,74310348,46946105,66140883,47589630,46522115,0,37225804,66799550,43734651,34267275,47386040,38903006,46792352,47856528,0,47566649,47110616,47200844,43873737,47599971,47029760
46504968,33699194,46538915,74487782,47074945,66007277,47655210,46980267,0,37317460,66622687,43711653,34326356,47582521,39203536,46948290,47859429,0,47642090,47122220,47315677,47250311,47748008,47456279
47053479,34808120,46902416,74664717,47114767,66066530,47929791,46958309,0,37995948,66870118,44495847,35177795,48014562,40305343,47216657,47936089,0,47718750,47620250,47593914,48378622,47733779,47501622
47067098,35078404,47186217,74753529,47285925,66167201,47993014,47492092,0,38611727,67325873,45611461,35670965,48010032,41789138,47532701,47980310,0,48317493,49025362,47844805,48550517,47844565,47923533
47516443,35462614,47547987,75246834,48166958,66302678,48114973,47986947,0,39914344,67374027,46396263,36827662,48965883,42430527,48096477,48113017,0,48693209,49525515,48465608,49812778,47990238,50207551
48676447,36790656,50142437,76804061,48369516,66276568,48220187,48263723,0,41945870,69266086,46415370,38580671,48968083,42909074,49312856,48460490,0,48817309,50791955,50106822,50610538,48290942,51605451
36266657,15001088,37691360,65344946,38005081,65501195,36570464,39050586,0,20037693,66855660,33473199,14541771,39587885,20266683,35024852,34134485,0,40097116,38858262,34449504,23037855,38051737,32525142
38167043,15330393,38159366,70858146,38678835,65549844,38672585,39326604,0,20680493,67074256,33660417,15260308,40603825,22474839,37868581,38159626,0,40545065,39066838,37773946,23838068,39143219,33125481
38424721,15568581,38401744,73077579,39936156,65638535,39340326,39376360,0,21952410,67050514,34591013,15401924,40871516,23748750,38574791,40411086,0,40879020,39325098,38427814,23905583,39369672,36192379
38444908,16542461,40178004,73368678,40070756,65637759,40099683,40071870,0,24734189,67015815,35547072,18433662,41112178,23787443,39139453,40547749,0,41582989,39775571,39472079,26531836,41035024,38042418
39117365,19105070,40491836,73750995,40316606,66199770,40603616,40234393,0,25321678,67048074,35632231,18686523,41230562,24243662,39723504,40946568,0,41804620,39933802,39916605,27848207,41518728,38321920
39312543,20061256,40524161,73776777,40450277,66239179,40643648,40509099,0,27412505,67076561,36567508,19186875,41263893,26092662,39894742,40998561,0,41932316,40686545,40447019,30418111,42249656,38789573
39854358,20850323,40928998,73920876,40521313,65987390,40721728,40584869,0,28219219,67065118,36662666,21993738,41317741,29789664,40259224,41363566,0,41831849,41175537,40899055,30938766,42294709,39049376
40481726,22050608,40948082,74012065,41176296,66483109,40832400,40600345,0,29061144,67237533,37237297,22091037,41578526,30849231,40453609,41923523,0,42006456,41590907,40942961,31795516,42371958,39195283
40554172,22443398,41157684,74158731,41281718,66498778,41560967,40885471,0,29283143,67233326,37521749,24897877,42240292,31170174,40755015,42480688,0,42420325,41823555,41668338,35885699,42496826,39642459
41126317,24065014,41302729,75286274,41514453,66446120,42425025,41148332,0,30011060,67393704,37458370,25089949,42415488,31485004,41281576,42630334,0,42630020,42166580,41723361,38572845,42468339,41295831
41177344,24234344,41839981,75501006,41535162,66592468,42510672,41910256,0,30084205,67505971,37835927,25588929,42482487,31887463,41397892,43025771,0,42836092,42356083,41797756,42172696,42637870,41481643
41715651,25864497,41824054,75656436,42227727,66468147,43082494,42488693,0,30188136,67620375,38739594,27054719,42880870,32175990,42052215,43346201,0,43098241,42419408,42718615,43603685,42951789,41783426
41968057,26084873,42000983,75753631,42309062,66651094,43188342,42700964,0,31738719,68034159,40395843,27241243,43065363,35202101,42481558,43438671,0,43237794,44160241,43427904,44282130,42957963,42490412
43068542,26165429,42791134,76236840,43386384,66829257,43400711,42931626,0,32734488,68050912,40755965,28962355,44656350,35751733,43334492,43611123,0,43690668,45017161,43604869,45853301,43066932,45127144
44017526,28904430,45897405,77821974,44061784,66763101,43711058,43139721,0,36011769,70051725,41314959,30661495,44731333,36906609,44803685,44192462,0,44213381,46180750,45742244,46476465,43721135,46973270
64517681,35639241,63957972,98676756,64476712,98396683,64043649,66197109,0,42939310,100074360,59339685,35006017,67304362,43594781,61876087,60553211,0,65921849,66162795,60623979,47020963,65952302,58012240
64727139,37006850,65287184,104403701,65567614,98550432,66069885,66754010,0,43787770,100291835,60441967,36737134,68468257,45725714,65201268,66237230,0,68451032,66683844,64847403,47349119,66467525,58278989
66180710,37225015,65321503,106662013,66985919,98524841,66224761,67305697,0,45438549,100254362,61023065,37201172,68494048,47168813,66170719,68212911,0,68670333,66787924,65262943,47450274,67041430,61997519
66199766,38070653,67780117,106944705,67367602,98516261,67490622,67721155,0,48737124,100414360,61688016,40990293,68789755,47342924,66858991,68379655,0,69041818,66975660,67185409,50973073,68132732,64441494
66359654,42287070,67953755,107385592,67475234,99250735,67573711,67742811,0,49119943,100352044,62284920,41494247,69424637,48949693,67321041,68511534,0,69107049,67667861,67175282,52242736,68640422,64462319
66872156,42999523,68077985,107435720,68335057,98985208,67746504,67851979,0,52252854,100283411,63639218,42395755,69491134,50174678,67618112,69181099,0,69706408,68443606,67801541,55440998,70050865,65258951
67616620,44386653,68191695,107531469,68628909,99352481,68647183,67960166,0,52701604,100338191,63879833,45863646,69612526,54759334,67650008,69191719,0,69789602,68850410,68373583,55443762,70178854,65586114
68152426,45807658,68241695,107656937,68904546,99607326,68791218,68409658,0,53784248,100479977,64050629,46145829,69705413,55560709,68008596,69362234,0,69928918,68902775,68655198,57292153,70236403,65595283
68571198,46117173,68781594,107802973,68949090,99516952,69568897,68934694,0,54569383,100506972,64213560,49022195,70242924,56251616,68140020,69809256,0,69917251,69951745,69051062,62827786,70285967,66633840
68788851,47724127,69483998,108878298,68954157,99649856,70277952,69044868,0,55127009,100852880,64069384,49900905,70287156,56731741,68656910,70155306,0,70706701,70088058,70123711,66225541,70619561,68156895
68970596,47825427,69897240,109188945,69481489,99595552,70387110,69762882,0,55294101,100801730,65159128,49818894,70348839,56947563,68906228,71305988,0,70874757,70397842,70159638,70221666,70875463,68340093
69359400,49589802,70364472,109430159,70541462,99750410,71192852,70759388,0,55756293,100954457,66356146,52185351,70928187,57400454,70036788,71744668,0,71489756,70633200,70952084,71808439,70981230,68493041
69730370,49867543,70583593,109378747,70754475,99800473,71545658,70778268,0,57857647,101355566,67918089,52338778,70954599,61370003,70144067,71952903,0,71606156,72495450,71692406,44236138,71272281,69730112
71347626,50437468,70549461,109943591,71582316,100022075,72446339,70850052,0,58087789,101462823,68101905,53567213,72791900,62284164,71528489,72389388,0,72227754,73368046,72712811,44591953,71474177,72781727
71832664,54082036,74661057,111551825,72061016,100009233,72615253,71762065,0,63022891,103559611,69139637,55532576,73117675,63104892,72891530,72982155,0,72288675,74073990,74227274,44709052,72667860,75037939
65805226,29807830,63611201,105420817,64605157,104898672,65642747,67086870,0,39510560,106940324,58531226,29235891,68430228,40800159,62898103,61357843,0,65635466,67017175,60966744,72477255,67196736,56994134
66132350,32360219,66337315,111523426,66527124,105080241,66453211,67750830,0,39891753,107085737,60903173,31757620,68931684,42004973,66969937,67751060,0,69767269,67083776,65856946,74526678,68007350,57222480
67134159,32509815,66454739,113880655,67941849,105065118,68170345,68081138,0,42553670,107178455,60963731,32774888,69923504,44205762,67958162,69948602,0,70034206,67916467,66107906,74996189,68225397,61292759
67135314,32969490,68196886,114145830,67997433,105058597,68162950,68568303,0,46251223,107117574,61693642,37078155,70467826,44420662,68245716,70034564,0,70026263,68242523,68467307,48241592,69617537,63731419
68047135,39030008,68257618,114595592,68402356,105550674,68422062,69233998,0,46575030,107274496,63097572,37881706,70532868,46695745,68779532,70318653,0,70028209,68751135,68511205,50345032,69643502,64368021
68099866,39646851,69167133,114655304,69481646,105953783,69129448,69295895,0,50833057,107218467,64194538,39083531,71407565,47721039,68760685,70352897,0,70495247,69696421,68802636,53895638,70998864,64882390
69209724,41118222,69341298,114747093,70010149,106033927,70194741,69742402,0,50886603,107260963,64278688,42644918,71438504,52477298,69307318,70774166,0,70854249,69905579,69205174,54015250,71445386,65459143
69241567,42773286,69615122,114878278,70170679,106182509,70300365,69919099,0,52572330,107341172,64284186,43896581,71608820,53939098,69841653,71106749,0,71600800,70103409,69993902,56075413,71491803,65796686
69566141,43247161,70514811,115041702,70608649,106333341,70305766,70347557,0,53340528,107397052,64340660,46822146,71912305,54629505,69832652,71485162,0,71731658,70730092,70346960,62985269,71641218,66926846
69872723,44598862,70789740,116074931,70785225,106372403,72540428,70761677,0,53532362,107785284,64695745,47579345,72085151,55449077,70061546,71559827,0,72107593,71916940,72406710,67172490,71734281,68569575
70806661,45202069,71614764,116462269,71726562,106314660,72682214,71561676,0,53837862,107744926,65836995,48041495,72152789,55518201,70074529,72962243,0,72294242,72114619,72476195,13604980,72797654,68698554
70848410,46759043,72211013,116696573,71911778,106495889,73282931,72171563,0,54322833,107897292,67871095,50424354,72529392,56487351,70994115,72980730,0,73317766,72289664,72757607,14799711,73203509,68799082
71091247,46955871,72341734,116671949,72620791,106620616,73444177,72761098,0,56075037,108331920,68725432,51349843,72846982,60993220,71927154,73689332,0,73705551,74806977,73934999,14828256,73752406,70222401
72819891,48688726,73066831,117200833,72755823,106804008,74892437,73088841,0,57710069,108520843,68970165,51791524,74492066,61588953,73661038,74499042,0,73701050,75065780,74937006,71435409,73866637,74003583
72814867,52281701,76675033,118889416,73829546,106815950,75128864,74335635,0,63002696,110638655,69817307,54367583,75131676,63048530,73763594,74813112,0,74367110,75547297,75113924,73665171,74778517,76704728
39562688,12263448,36248031,84553820,36822665,83965525,39055733,40479618,0,12777010,86397104,29970785,12248052,41886450,13213786,35367384,34279582,0,38995971,40620160,33294753,19100761,40676167,28369115
39507976,12309807,40010720,91217863,40661511,84162158,39084392,40860498,0,13115960,86431636,32910928,12326263,42137249,13441922,40374295,41405913,0,43262026,40995051,39610727,74543133,41490379,28914558
40303515,12477863,40056804,93669657,41396689,84218415,41509410,41433317,0,13499931,86513216,33871612,12397505,44001540,13788892,41658153,43577223,0,43324439,41069371,39705551,20919964,41772696,33333359
40471099,12486901,41533925,93899745,41636140,84126402,42420284,42233478,0,16720186,86602986,35275766,12494585,44270394,14267085,41746330,43980689,0,43375438,41921306,41089548,76786451,43247686,35630339
41838881,12769399,41552668,94333986,41920049,84671875,42626906,42548920,0,16702525,86636821,35919265,12623479,44333340,16647297,42694457,44227508,0,43576757,42281125,41558695,77122936,43277590,36794776
42258882,13150713,43021707,94467421,43026321,85109441,42988236,43104601,0,21821951,86713701,36144728,12588309,45290015,17605254,43055880,44253362,0,43590797,43160252,42666778,25233130,44810844,36911714
42256374,13478667,43115605,94520921,43324962,85224868,43850425,43622003,0,21892986,86676422,36581808,13489895,45335942,23294328,43138568,44733152,0,44439446,43760238,42996661,25319111,44956028,38203349
42736619,13620621,43832767,94700551,43634233,85425281,43996593,44125365,0,23367456,86807121,36867090,13595820,45616313,25015904,43510922,44895914,0,45468106,43991784,43161647,26788250,45428456,38276090
42851939,13669602,44530656,94869138,44318671,85618511,44491991,44254131,0,24518152,86851313,37146646,16682832,45802223,25693435,43760662,45047614,0,45852607,44377889,44783814,35592202,45511921,39903606
43894664,14125925,45257806,95862029,45053736,85629145,46629990,44945922,0,24913394,87244341,37537569,17800987,46099903,26633338,43891161,46419265,0,45957506,46097938,46759218,40216813,45504696,41517238
44585356,15154883,45927917,96312468,45203653,85584422,47663095,45541966,0,24954259,87308222,39203780,18305028,46802016,26755961,44387181,47273104,0,46223650,46226449,47303356,45037348,46783521,41630713
44695100,16365632,46231872,96556481,45929230,85812963,47786535,46384829,0,25155213,87452163,40784256,20891965,46879930,27614439,45130486,47222726,0,47598321,46855440,47364042,48145418,47108832,41819487
45207501,16740440,46402425,96571151,46096949,85966701,47979851,46886134,0,27347371,87842683,41736831,21872631,47761239,33130862,46170664,47441853,0,48041778,48946449,48479783,49026944,47722315,42952984
46254588,19860500,47404951,97052183,47138001,86126814,49438739,47448779,0,29156258,88125399,42362711,22710323,48888622,33170538,47625359,48292124,0,48135203,49204212,48550970,51841614,48468987,47833999
46660015,22910874,50327826,98796730,47683929,86131596,49595957,48955501,0,35664253,90317353,42778509,25330493,49783987,35680590,47985574,49080548,0,48557563,49383975,48968493,51894437,49093735,50962429
14162200,11385589,13952088,30181976,13982569,29548420,13633083,14097721,0,11725497,32304156,13370899,11916863,14206730,12988602,14029116,14173670,0,14244611,13748180,13901398,12108454,14281838,15330426
14191356,11966002,14222484,37433242,14179877,29730952,14116579,14243362,0,12141602,32345749,13472663,11994305,14249676,13025805,14182855,14309881,0,14374459,14355834,13957618,12542423,14385890,15768468
14225777,12002543,14473271,39985811,14251510,29829352,14260056,14269454,0,12571585,32421665,13379062,12000679,14279724,12986257,14233130,14316116,0,14427588,14483701,14013556,12641503,14410864,16236504
14355662,12177883,14463809,40156235,14280683,29696297,14518198,14300407,0,12674411,32542439,13968694,12330778,14406558,13030746,14283155,14412774,0,14493857,14536681,14087584,12923422,14446109,16476641
14415812,12328339,14517780,40560856,14495158,30335707,14530307,14422206,0,13054730,32564159,14025997,12371965,14434717,13207718,14323297,14438719,0,14559550,14539815,14184139,13074069,14519176,16668438
14576159,12501312,14544905,40777797,14567723,30935564,14516072,14635532,0,13092400,32572871,14175684,12422511,14473434,13252444,14305701,14508589,0,14722851,14571000,14218244,13222086,14496189,16747182
14630096,12898401,14632227,40813021,14635642,30956780,14675037,14649852,0,13147474,32666997,14156074,12347802,14539774,13535624,14333760,14491037,0,14731174,14677109,14308945,13418796,14641602,16882526
14730191,13178805,14802867,40975186,14711202,31205220,14721678,14811242,0,13145261,32795305,14333876,12691554,14661386,13551000,14545950,14557379,0,14733314,14815343,14400316,13548978,14628095,16887126
14740451,13278902,14916033,41137533,14699979,31380970,14756129,14837403,0,13159716,32795650,14331600,12919781,14699889,13724572,14611670,14551145,0,14753049,14777908,14452395,14093901,14693569,16920061
14783056,13336850,14975856,42181985,14797837,31435472,14780942,14859082,0,13346335,33292433,14361774,13029538,14728009,13776737,14608293,14693753,0,14759163,14838403,14550142,14126588,14814223,16972029
14691615,13416973,15024495,42671280,14873584,31417241,14807973,14921363,0,13373907,33278178,14462722,13090081,14775697,13869127,14787149,14684153,0,14837104,14853952,14689487,14590424,14822753,17021953
14814295,13499988,15037811,42905037,14866315,31660248,14897820,14935922,0,13409319,33509598,14469012,13068428,14919252,13948105,14833085,14739410,0,14971318,15023276,14891261,14867426,14825708,17057143
14834141,13586435,15073241,42920393,15141914,31809595,14945341,15047198,0,13580745,33827915,14632338,13399640,14919309,14048160,14872588,14866411,0,14950529,15127333,14826751,14936217,14925471,17235085
14831103,13840374,15112779,43402633,16266850,31930438,15075319,15040978,0,13542580,34194502,14640731,13343877,14977593,14102374,14910919,14863266,0,14943277,15388373,14846405,15201575,15044117,18021575
15055763,14009764,15221225,45196498,16703808,31969616,15125227,15248072,0,13948029,36503766,14950558,13752646,15564058,14400401,15013892,15185636,0,15039059,15476628,15118972,15340361,15158529,18240796
14478511,11986787,14928945,17443459,14553697,17267940,14816645,14881119,0,12635788,17438825,13810014,12311729,14852914,12839018,14769740,14938277,0,14945095,15063108,14724998,12593358,15104797,15801236
14589843,12411632,15080706,17577075,14718896,17236513,14883112,14871726,0,12852094,17505705,14281091,12565086,15109845,13049447,15070555,14927846,0,14986251,15128879,14809317,13003310,15169405,16148758
14647198,12429092,15158813,17638986,14816490,17324664,14931085,15073447,0,13053947,17441096,14280075,12507527,15162027,13482415,15114097,14984015,0,15168238,15273156,14848893,13082822,15252426,16490851
14853249,12544290,15274277,17638317,14944518,17321606,14959586,15119280,0,13291366,17491522,14478561,12488572,15341823,13494414,15109765,15078616,0,15204532,15356486,14976673,13487000,15265849,16673738
15025625,12701629,15290848,17650590,15018232,17350845,15011326,15194386,0,13399340,17412554,14432916,12526404,15433516,13743790,15147299,15107730,0,15224244,15338892,15136959,13474407,15373028,16807681
15116104,12878480,15376208,17650898,15200160,17382314,15061988,15260806,0,13517728,17597204,14696981,12788354,15519915,13889306,15240032,15356435,0,15209706,15343965,15182719,13966287,15397953,17009839
15233621,13216416,15407284,17661607,15276274,17395135,15149417,15286633,0,13540941,17530017,14709480,12983993,15520691,14192922,15272995,15474997,0,15280563,15399987,15338682,13997298,15470860,16991060
15370004,13628947,15526937,17694000,15287861,17247865,15499735,15399915,0,13605096,17506320,14736496,13420258,15558028,14192945,15344852,15508230,0,15288868,15532275,15394935,14231876,15466530,17106422
15467872,13638410,15504096,17688682,15382387,17486827,15554958,15338991,0,13742625,17548962,14923809,13527253,15699453,14260448,15400116,15543664,0,15383458,15520557,15440496,14354207,15669504,17147329
